Current,Ground,Supply_voltage,TEG_voltage,Time
-6.9179e-06,3.57e-07,-0.002454,-0.000100787,212.4012701511383
-6.9179e-06,2.04e-07,-0.0024031,-0.000101883,213.75938153266907
-7.0424e-06,1.53e-07,-0.002365,-0.000103565,215.13095355033875
-6.9179e-06,4.84e-07,-0.0023777,-0.000105465,216.48177480697632
-7.0672e-06,3.06e-07,-0.0024413,-0.000106625,217.8203160762787
-6.893e-06,1.27e-07,-0.0024286,-0.000108192,219.17128658294678
-6.9179e-06,2.29e-07,-0.0024158,-0.000109301,220.52284002304077
-6.893e-06,1.53e-07,-0.0023904,-0.000110334,221.84983134269714
-6.9926e-06,3.57e-07,-0.0024031,-0.000111583,223.19313287734985
-6.8682e-06,3.44e-07,-0.0024031,-0.000112756,224.57192850112915
-6.8184e-06,5.48e-07,-0.0024158,-0.000113941,225.9211449623108
-6.9179e-06,-1.3e-08,-0.0024286,-0.000114719,227.2682900428772
-6.7686e-06,3.95e-07,-0.0023523,-0.000115828,228.61196613311768
-6.7437e-06,3.95e-07,-0.0023141,-0.000116707,229.95245695114136
-6.6691e-06,4.33e-07,-0.0023396,-0.000117523,231.29717826843262
-6.694e-06,1.78e-07,-0.002365,-0.000118517,232.64620304107666
-6.8433e-06,4.21e-07,-0.0023523,-0.000119282,233.98123264312744
-6.9179e-06,2.17e-07,-0.0023904,-0.000120008,235.33222079277039
-6.7686e-06,5.48e-07,-0.0023523,-0.000120506,236.68346238136292
-6.694e-06,4.97e-07,-0.0023777,-0.00012164,238.01301431655884
-6.893e-06,4.46e-07,-0.0024031,-0.000121997,239.36176466941833
-7.0921e-06,-1.3e-08,-0.0024413,-0.000123055,240.7126624584198
-6.7686e-06,6.4e-08,-0.0024031,-0.000123233,242.03952860832214
-6.8433e-06,6.76e-07,-0.0024413,-0.000123947,243.38171887397766
-7.117e-06,4.08e-07,-0.0024413,-0.00012438,244.7355194091797
-6.9926e-06,3.31e-07,-0.002454,-0.000124725,246.0621678829193
-7.0424e-06,-6.4e-08,-0.0024667,-0.000125591,247.41121530532837
-6.8433e-06,3.19e-07,-0.0024158,-0.000126241,248.76796007156372
-6.9428e-06,2.8e-07,-0.0024158,-0.000126815,250.1114468574524
-7.117e-06,2.42e-07,-0.002454,-0.000127427,251.46510243415833
-6.8682e-06,-3.8e-08,-0.0024286,-0.000127695,252.80970668792725
-6.7437e-06,4.46e-07,-0.0024158,-0.000127835,254.1520562171936
-6.9926e-06,-8.9e-08,-0.0024031,-0.000128166,255.50157618522644
-6.7686e-06,-1.27e-07,-0.0024286,-0.0001286,256.85088753700256
-6.8682e-06,1.02e-07,-0.0024286,-0.000129148,258.18610167503357
-6.9428e-06,2.55e-07,-0.0024413,-0.000129836,259.532039642334
-6.9677e-06,1.3e-08,-0.0024031,-0.000129517,260.8789973258972
-6.893e-06,4.84e-07,-0.002365,-0.000130218,262.2121641635895
-6.7935e-06,2.93e-07,-0.0023777,-0.000130167,263.5609302520752
-6.7935e-06,7.6e-08,-0.0024158,-0.000130996,264.90688705444336
-6.8682e-06,-2.42e-07,-0.0024413,-0.000131404,266.26887679100037
-6.9428e-06,-8.9e-08,-0.0023904,-0.000131417,267.64169573783875
-6.9428e-06,-1.3e-08,-0.0023777,-0.000131863,268.98201155662537
-6.8682e-06,1.91e-07,-0.0024158,-0.00013213,270.3220224380493
-6.8433e-06,1.15e-07,-0.0023904,-0.000132462,271.6613256931305
-6.9926e-06,8.9e-08,-0.0024286,-0.000133023,273.01245045661926
-6.7935e-06,4.84e-07,-0.0024158,-0.000133035,274.35187578201294
-6.893e-06,-2.29e-07,-0.0024286,-0.000132908,275.69426584243774
-6.893e-06,-1.3e-08,-0.0023777,-0.000133329,277.03335213661194
-6.8433e-06,4.33e-07,-0.0023904,-0.000133329,278.381041765213
-6.8682e-06,3.06e-07,-0.0023777,-0.000133545,279.73341369628906
-6.8682e-06,3.8e-08,-0.0023777,-0.000133928,281.08236622810364
-7.0175e-06,2.42e-07,-0.0024158,-0.000134361,282.43145847320557
-6.9926e-06,1.53e-07,-0.0023904,-0.000134488,283.7790858745575
-6.5944e-06,2.93e-07,-0.0023904,-0.000134871,285.13210892677307
-7.0175e-06,7.6e-08,-0.0023904,-0.000134896,286.4715270996094
-6.8682e-06,5.48e-07,-0.0024031,-0.000135126,287.81949281692505
-6.8433e-06,2.29e-07,-0.0024031,-0.000135164,289.16618728637695
-6.7686e-06,1.02e-07,-0.0023777,-0.000135712,290.49996280670166
-6.8433e-06,2.42e-07,-0.002365,-0.00013547,291.8489339351654
-6.5944e-06,-2.5e-08,-0.0024031,-0.000135699,293.1832478046417
-6.694e-06,7.6e-08,-0.002365,-0.000135776,294.53225564956665
-6.8433e-06,3.19e-07,-0.0024158,-0.000136337,295.879225730896
-6.7189e-06,5.1e-08,-0.0023777,-0.000136337,297.2134232521057
-6.6193e-06,2.5e-08,-0.0023777,-0.000136859,298.55191683769226
-6.8433e-06,2.04e-07,-0.0023777,-0.00013663,299.89262890815735
-6.8682e-06,-6.4e-08,-0.0024031,-0.000137127,301.23400378227234
-6.7189e-06,5.74e-07,-0.0023904,-0.000137152,302.58156418800354
-6.893e-06,1.53e-07,-0.0023523,-0.000136936,303.92093563079834
-6.694e-06,3.44e-07,-0.002365,-0.000137191,305.27238368988037
-6.7189e-06,1.53e-07,-0.0023777,-0.000137382,306.6154534816742
-7.0175e-06,3.7e-07,-0.0024031,-0.000137446,307.952650308609
-7.0175e-06,2.04e-07,-0.002365,-0.000137701,309.3031704425812
-6.9926e-06,5.99e-07,-0.0024286,-0.000137752,310.6422071456909
-6.9179e-06,2.17e-07,-0.0023904,-0.000137675,311.98067235946655
-6.893e-06,2.04e-07,-0.0024413,-0.000138325,313.331759929657
-6.8682e-06,1.53e-07,-0.0024158,-0.000138096,314.6780033111572
-6.893e-06,3.44e-07,-0.0024286,-0.000138249,316.02177119255066
-6.893e-06,1.91e-07,-0.002365,-0.000138312,317.3711905479431
-6.8433e-06,-7.6e-08,-0.0024031,-0.000138644,318.70905566215515
-6.7686e-06,1.53e-07,-0.002365,-0.000138822,320.05944895744324
-6.8433e-06,-8.9e-08,-0.002454,-0.000139039,321.40489864349365
-6.7935e-06,1.53e-07,-0.002365,-0.000139192,322.7444772720337
-6.8433e-06,1.27e-07,-0.0023523,-0.000139511,324.0818712711334
-7.0672e-06,2.42e-07,-0.0023904,-0.000139217,325.4220230579376
-6.893e-06,-2.93e-07,-0.0023904,-0.00013937,326.7793765068054
-7.0672e-06,4.21e-07,-0.002454,-0.000139294,328.12193417549133
-7.0672e-06,4.72e-07,-0.0024158,-0.000139625,329.504102230072
-6.893e-06,3.8e-08,-0.0024031,-0.000139358,330.85005497932434
-6.9677e-06,-2.04e-07,-0.002365,-0.000139421,332.189692735672
-6.7189e-06,-2.5e-08,-0.0023777,-0.000139778,333.5429039001465
-6.7935e-06,-2.93e-07,-0.0023904,-0.000139625,334.89620304107666
-6.9179e-06,1.3e-08,-0.0024286,-0.000139702,336.2433466911316
-6.8682e-06,1.4e-07,-0.0023268,-0.000139778,337.5918867588043
-6.8433e-06,2.04e-07,-0.002365,-0.000140059,338.9370319843292
-6.8682e-06,3.44e-07,-0.0023904,-0.000140135,340.29283928871155
-6.9428e-06,2.29e-07,-0.0023904,-0.000140084,341.67951917648315
-6.8184e-06,2.8e-07,-0.0023777,-0.000140263,343.0227692127228
-6.9179e-06,1.15e-07,-0.002454,-0.000140734,344.36878085136414
-7.1917e-06,1.78e-07,-0.0023904,-0.000140594,345.71954369544983
-6.9179e-06,-1.3e-08,-0.0024286,-0.000140581,347.0732271671295
-6.8433e-06,3.82e-07,-0.0024031,-0.000140811,348.4319725036621
-7.0175e-06,1.3e-08,-0.0024413,-0.00014039,349.77989196777344
-6.9428e-06,8.9e-08,-0.002454,-0.000140632,351.1149640083313
-6.8433e-06,1.66e-07,-0.0024158,-0.000141257,352.4525146484375
-6.8682e-06,4.84e-07,-0.0024158,-0.000141346,353.789831161499
-6.7935e-06,4.46e-07,-0.0024158,-0.000141206,355.1382381916046
-6.9428e-06,7.6e-08,-0.0024031,-0.000141129,356.4825575351715
-6.694e-06,1.15e-07,-0.0024158,-0.000141461,357.82963156700134
-7.0672e-06,2.55e-07,-0.0024286,-0.000141805,359.1784656047821
-6.9179e-06,1.4e-07,-0.002365,-0.000141129,360.52250242233276
-6.9179e-06,3.95e-07,-0.0024031,-0.000141384,361.8497951030731
-6.9677e-06,-3.8e-08,-0.0024031,-0.000141703,363.19368529319763
-6.9179e-06,3.8e-08,-0.0024031,-0.000141537,364.52234745025635
-6.7686e-06,1.27e-07,-0.0024031,-0.000141346,365.87129378318787
-6.9926e-06,1.91e-07,-0.0023904,-0.000141665,367.22212839126587
-6.8184e-06,3.19e-07,-0.0024286,-0.000141588,368.5819818973541
-7.0921e-06,1.4e-07,-0.0024031,-0.000141435,369.9131841659546
-7.0921e-06,1.4e-07,-0.0024031,-0.0001422,371.2619619369507
-7.117e-06,3.44e-07,-0.0024286,-0.000141792,372.60218930244446
-6.9677e-06,-5.1e-08,-0.002454,-0.000141728,373.94005155563354
-6.9428e-06,-5.1e-08,-0.0024667,-0.000141282,375.31390357017517
-7.1419e-06,2.55e-07,-0.0024667,-0.000141576,376.66366815567017
-7.1419e-06,1.02e-07,-0.002454,-0.000142162,377.99395513534546
-6.9926e-06,1.15e-07,-0.0024667,-0.000142073,379.35006833076477
-7.0175e-06,1.4e-07,-0.002454,-0.000141958,380.6953749656677
-7.0672e-06,2.68e-07,-0.0024413,-0.000142073,382.0223708152771
-6.893e-06,2.8e-07,-0.0024413,-0.000141907,383.36251616477966
-6.9926e-06,2.55e-07,-0.0024413,-0.000142315,384.71061611175537
-6.9926e-06,-5.1e-08,-0.0024286,-0.000142238,386.0602855682373
-7.117e-06,-6.4e-08,-0.0024413,-0.000142302,387.412549495697
-6.9926e-06,1.78e-07,-0.0024286,-0.000142034,388.7444314956665
-6.9428e-06,3.82e-07,-0.002454,-0.000142735,390.092472076416
-7.1419e-06,5.35e-07,-0.0024286,-0.000142455,391.4326767921448
-7.1668e-06,-2.5e-08,-0.002454,-0.0001422,392.7700891494751
-7.0424e-06,1.53e-07,-0.0024794,-0.000142417,394.1138427257538
-6.9428e-06,1.15e-07,-0.0024031,-0.000142723,395.4538793563843
-6.893e-06,4.21e-07,-0.0024286,-0.000142684,396.8008716106415
-7.0424e-06,1.15e-07,-0.0024286,-0.000143003,398.1421208381653
-7.0921e-06,1.15e-07,-0.0024413,-0.000142353,399.50681352615356
-6.9179e-06,3.19e-07,-0.0024794,-0.000142544,400.84172534942627
-7.0424e-06,2.68e-07,-0.0024286,-0.000142825,402.1932671070099
-7.0921e-06,2.55e-07,-0.0024413,-0.000142978,403.5424199104309
-6.893e-06,3.31e-07,-0.0024158,-0.000143143,404.8647949695587
-6.893e-06,8.9e-08,-0.0023904,-0.00014308,406.2144193649292
-6.9428e-06,2.55e-07,-0.0024158,-0.000142965,407.56609177589417
-6.893e-06,4.84e-07,-0.0024667,-0.000142684,408.89788794517517
-7.0424e-06,1.02e-07,-0.0024413,-0.000142684,410.2403781414032
-7.0424e-06,-8.9e-08,-0.0024031,-0.000142952,411.5745840072632
-6.9428e-06,1.15e-07,-0.0024794,-0.000143449,412.91378235816956
-7.0424e-06,4.59e-07,-0.002454,-0.000143029,414.2727563381195
-7.0921e-06,-1.27e-07,-0.0024158,-0.00014322,415.61595034599304
-7.0175e-06,-6.4e-08,-0.0024286,-0.000143182,416.96053194999695
-7.0424e-06,1.78e-07,-0.0024413,-0.000143207,418.3055317401886
-7.2663e-06,1.78e-07,-0.0024667,-0.000143156,419.6529242992401
-7.0672e-06,1.78e-07,-0.0024286,-0.000143411,421.0023250579834
-7.2165e-06,6.4e-08,-0.0024158,-0.000143003,422.35214495658875
-7.0424e-06,-1.15e-07,-0.0024794,-0.000143398,423.706015586853
-7.1917e-06,5.1e-08,-0.0024158,-0.000143755,425.06017327308655
-7.1419e-06,-3.8e-08,-0.0024794,-0.000143347,426.4028992652893
-6.9179e-06,2.04e-07,-0.0024667,-0.000143449,427.7463414669037
-7.0672e-06,2.93e-07,-0.0024667,-0.000143564,429.07255697250366
-7.3161e-06,3.31e-07,-0.0024667,-0.000143526,430.4263460636139
-7.0921e-06,2.68e-07,-0.002454,-0.000143589,431.77061676979065
-7.0672e-06,-2.04e-07,-0.0024921,-0.000143271,433.097861289978
-7.0672e-06,2.8e-07,-0.0024921,-0.000143768,434.44195008277893
-7.0921e-06,-1.3e-08,-0.0024921,-0.000143156,435.7905147075653
-7.0921e-06,-2.04e-07,-0.0024794,-0.000143309,437.1228165626526
-7.1917e-06,-1.78e-07,-0.0024794,-0.000143322,438.4759109020233
-7.0175e-06,3.8e-08,-0.0024921,-0.000143781,439.8226294517517
-6.9428e-06,1.02e-07,-0.0024158,-0.000143577,441.16334986686707
-7.1917e-06,2.17e-07,-0.002454,-0.000143615,442.51290702819824
-7.1419e-06,2.68e-07,-0.0024667,-0.000143538,443.86897015571594
-7.0672e-06,2.42e-07,-0.0024667,-0.000143946,445.1941990852356
-7.1419e-06,1.53e-07,-0.0024921,-0.000143704,446.54449248313904
-7.1419e-06,7.6e-08,-0.002454,-0.000143832,447.9130485057831
-7.0424e-06,1.91e-07,-0.002454,-0.000143628,449.2531168460846
-6.9926e-06,2.04e-07,-0.002454,-0.000143577,450.599002122879
-6.9428e-06,-1.66e-07,-0.002454,-0.000144061,451.95174646377563
-7.117e-06,6.4e-08,-0.0024921,-0.000143806,453.3343472480774
-7.0672e-06,1.66e-07,-0.0024667,-0.000143717,454.6825273036957
-7.0672e-06,0.0,-0.0024921,-0.00014387,456.0233750343323
-7.2414e-06,1.66e-07,-0.0025176,-0.000143819,457.3732633590698
-7.2663e-06,1.27e-07,-0.0025684,-0.00014373,458.725625038147
-7.2165e-06,4.59e-07,-0.0025303,-0.000143819,460.0506684780121
-7.2414e-06,-2.04e-07,-0.0024921,-0.000143513,461.40076065063477
-7.2663e-06,0.0,-0.0024794,-0.000144125,462.749146938324
-7.0424e-06,4.59e-07,-0.0024794,-0.000143972,464.09338879585266
-7.1917e-06,5.1e-08,-0.0025303,-0.000143526,465.4426050186157
-7.2165e-06,-2.68e-07,-0.0025048,-0.000143908,466.7907726764679
-7.3907e-06,-5.1e-08,-0.0025176,-0.000143589,468.1234347820282
-7.1917e-06,-1.78e-07,-0.0024794,-0.000143857,469.4647390842438
-7.1668e-06,1.78e-07,-0.0025176,-0.000143959,470.8005635738373
-7.2165e-06,5.1e-08,-0.0024921,-0.000143908,472.1430444717407
-7.1917e-06,4.21e-07,-0.0025176,-0.000143934,473.4964396953583
-7.1917e-06,-2.04e-07,-0.0024794,-0.000144125,474.8433849811554
-7.2912e-06,1.66e-07,-0.0024667,-0.00014364,476.1884214878082
-7.341e-06,-1.66e-07,-0.0025048,-0.000143908,477.52842688560486
-7.2165e-06,3.95e-07,-0.0024794,-0.000143895,478.8776330947876
-7.117e-06,1.66e-07,-0.0024921,-0.000144138,480.213543176651
-7.1668e-06,-3.8e-08,-0.0025303,-0.000143742,481.58333563804626
-7.117e-06,-3.8e-08,-0.0025303,-0.000144112,482.93311309814453
-7.3161e-06,3.57e-07,-0.0025303,-0.000144265,484.26310324668884
-7.1668e-06,-1.27e-07,-0.0024667,-0.000143819,485.60323190689087
-6.9179e-06,3.57e-07,-0.0025176,-0.000144456,486.9906322956085
-7.0672e-06,2.93e-07,-0.0024921,-0.000143857,488.33606815338135
